emotion,wav
angry,"[-0.00653514 -0.00615454 -0.00572628 ... -0.01875208 -0.0222443
 -0.02558005]"
disgust,"[-0.04328333 -0.03781357 -0.03026701 ...  0.02650359  0.03530627
  0.04281707]"
fear,"[ 0.03771874  0.03921881  0.0391796  ... -0.01306175 -0.01360938
 -0.01524196]"
happy,"[-0.0118586  -0.01166285 -0.00878227 ... -0.00463375 -0.00516531
 -0.00561559]"
neutral,"[-0.00020113 -0.00603824 -0.00836199 ...  0.00403264  0.00205151
  0.00301837]"
sad,"[-0.02191075 -0.02183862 -0.02005811 ...  0.01253768  0.01433295
  0.01790319]"
angry,"[ 0.10718311  0.12561756  0.10991891 ...  0.0031936   0.00035477
 -0.00208914]"
disgust,"[ 0.00585205  0.00973366  0.01219339 ... -0.00512482 -0.00959995
 -0.01430077]"
fear,"[-0.1187303  -0.1205672  -0.11778373 ...  0.011404    0.00582354
  0.00481269]"
happy,"[-0.0064277  -0.01939779 -0.02270166 ...  0.00849966  0.00707494
  0.00566877]"
neutral,"[-0.00411815 -0.00524107 -0.00500829 ... -0.01550147 -0.01547419
 -0.01486281]"
sad,"[-0.00345952  0.00116958 -0.00061069 ...  0.00245432  0.00245468
  0.00289451]"
angry,"[-0.01935313 -0.00567027  0.00637904 ... -0.03468494 -0.03436083
 -0.03401523]"
disgust,"[-0.00509311  0.00782502  0.00957075 ... -0.01312404 -0.0119072
 -0.0112233 ]"
fear,"[ 0.00496511  0.01714231  0.02805895 ... -0.00770793 -0.00821207
 -0.00936123]"
happy,"[-0.01206057 -0.01521169 -0.02350052 ... -0.00696312 -0.00731651
 -0.00688729]"
neutral,"[-0.01662928 -0.01566931 -0.01490041 ...  0.01178223  0.00905181
  0.00416103]"
sad,"[-0.00194106 -0.00089301 -0.00099642 ...  0.00362075  0.003816
  0.00390715]"
angry,"[ 5.6365926e-02  6.9321580e-02  7.2871812e-02 ... -4.1826791e-04
 -5.1945185e-06  3.2096708e-04]"
disgust,"[-6.9232563e-05  8.9723803e-04  1.0812865e-03 ...  8.5889241e-03
  9.1629615e-03  9.0822075e-03]"
fear,"[ 0.00266063  0.00303635  0.00293995 ... -0.06312403 -0.06000661
 -0.0563693 ]"
happy,"[ 0.00296377 -0.00036938 -0.00305872 ...  0.01993086  0.01980436
  0.01819269]"
neutral,[0.00112919 0.00154555 0.00150749 ... 0.01188069 0.01376206 0.01631956]
sad,"[-0.00531808  0.00413501  0.01358474 ...  0.00102056  0.00032825
 -0.00105959]"
angry,"[ 1.3149239e-03  2.8235454e-04 -1.5858598e-03 ... -3.3965975e-05
 -3.5667426e-03 -9.3143880e-03]"
disgust,"[-0.00244877 -0.00253727 -0.00282655 ... -0.01230503 -0.01239889
 -0.01172117]"
fear,"[-0.01235793 -0.00584638  0.00164071 ... -0.00533194 -0.00472706
 -0.00452316]"
happy,[0.00601131 0.00692015 0.0068331  ... 0.00201694 0.00298868 0.00272278]
neutral,"[-0.01704254 -0.01571319 -0.01537312 ... -0.00352239 -0.00391163
 -0.00452157]"
sad,"[-0.00222655 -0.00414409 -0.00394738 ... -0.00209054 -0.0024755
 -0.00321298]"
angry,"[-0.0130755  -0.11348124 -0.2220998  ...  0.00208866  0.00226131
  0.00180596]"
angry,"[ 0.00231885  0.00232591  0.00271179 ... -0.03783112 -0.0353975
 -0.03129949]"
angry,"[ 0.00740506  0.0223444  -0.0048487  ... -0.01749831 -0.01508972
 -0.01116202]"
disgust,"[-0.06009943 -0.05498088 -0.05087163 ... -0.0004893  -0.00054587
 -0.00080281]"
disgust,[0.00744136 0.00705876 0.00642831 ... 0.01607158 0.0155858  0.01435133]
disgust,"[-0.00100496 -0.00079123 -0.00060025 ... -0.05646692 -0.04613296
 -0.01446526]"
fear,"[-0.0012849  -0.00104838 -0.00160325 ... -0.01778835 -0.01368242
 -0.01477039]"
fear,[0.01425938 0.01944546 0.02192006 ... 0.00540256 0.00568614 0.00672603]
fear,"[-0.00537334 -0.00508152 -0.00432027 ... -0.00699097 -0.00641585
 -0.00530151]"
happy,"[-0.09173105 -0.0538611   0.01317044 ... -0.00429154 -0.00477199
 -0.00451554]"
happy,"[ 0.00927321  0.01344983  0.01714477 ... -0.00559312 -0.00600952
 -0.00642865]"
happy,"[-0.00216665 -0.00272273 -0.00447515 ...  0.0008706   0.00056863
  0.00097172]"
neutral,"[-0.00187736 -0.00176103 -0.00076555 ...  0.01120802  0.0108768
  0.01093403]"
sad,"[-0.00709751 -0.00668004 -0.00645355 ... -0.00348851 -0.00392767
 -0.00388112]"
sad,"[-0.01258346 -0.01188783 -0.01198395 ... -0.00849765 -0.00813598
 -0.0075526 ]"
sad,"[-0.00098121 -0.00022728  0.00014675 ... -0.00861438 -0.00789654
 -0.00833662]"
angry,"[-0.07832288 -0.05723428 -0.033753   ...  0.09409912  0.04879985
 -0.01823391]"
disgust,[0.00760151 0.01578344 0.02499403 ... 0.00941975 0.01105087 0.01230182]
fear,[0.00883255 0.00940814 0.00932238 ... 0.01160703 0.01075452 0.01022861]
happy,"[ 0.0153744   0.02609007  0.03647617 ... -0.00092019  0.0005387
  0.00111068]"
neutral,"[ 0.01937714  0.01989549  0.02062087 ... -0.00834855 -0.00857856
 -0.00814417]"
sad,[0.02342535 0.01955102 0.01405832 ... 0.00070861 0.00144677 0.00204444]
angry,"[-0.00454371 -0.00353104 -0.00210516 ... -0.00059934 -0.00109439
 -0.00238094]"
disgust,"[-0.01139497 -0.01158232 -0.00941629 ... -0.00784614 -0.00783745
 -0.00747667]"
fear,[0.06582624 0.0803461  0.09032767 ... 0.00988808 0.00856653 0.00642951]
happy,"[-0.00444836 -0.00987332 -0.01617468 ...  0.00569515  0.00555308
  0.00550816]"
neutral,"[-0.00527291 -0.00530076 -0.0047216  ... -0.00751231 -0.0086285
 -0.00793614]"
sad,"[-0.00360523 -0.00487074 -0.00402387 ... -0.0047797  -0.00462509
 -0.00461977]"
angry,"[-0.02503097 -0.02266522 -0.02094386 ...  0.03487089  0.03292841
  0.02841278]"
disgust,"[ 0.00860162  0.0042766   0.00177649 ... -0.01158106 -0.01234455
 -0.01334926]"
fear,[0.12800807 0.13646345 0.13872631 ... 0.01629892 0.01148923 0.00829224]
happy,"[-0.06468934 -0.06789596 -0.07883481 ... -0.0412337  -0.03103803
 -0.0159723 ]"
neutral,"[-0.00112049 -0.00466209 -0.00760629 ...  0.02636184  0.02858438
  0.03100007]"
sad,"[-0.00249342 -0.00293015 -0.00239223 ... -0.00854975 -0.00814228
 -0.00897168]"
angry,"[-0.02163341 -0.05846301 -0.10320499 ...  0.02993526  0.03512275
  0.03983531]"
disgust,"[ 0.00318137  0.00256858  0.00305117 ... -0.03105547 -0.03183061
 -0.03234336]"
fear,"[ 0.03299156  0.03564937  0.03638038 ... -0.01197176 -0.04279448
 -0.06740315]"
happy,"[-0.03351639 -0.04206339 -0.04237737 ...  0.04495855  0.03392573
  0.02797876]"
neutral,"[ 0.033634    0.02412311  0.01607319 ... -0.00853808 -0.00717957
 -0.00592849]"
sad,[0.00122329 0.00086706 0.00119817 ... 0.00195089 0.00157301 0.00194727]
angry,"[ 0.00695748  0.00462758  0.00120027 ... -0.00429889 -0.00277638
  0.0035719 ]"
disgust,"[-0.04217817 -0.04377468 -0.04236448 ... -0.00934665 -0.01229146
 -0.01389015]"
fear,"[-0.00642014 -0.00580323 -0.00465809 ...  0.0479737   0.04372537
  0.03977183]"
happy,[0.00205445 0.00183407 0.00107414 ... 0.00353021 0.00388622 0.00337555]
neutral,"[ 0.01545974  0.01729254  0.01713294 ... -0.01022204 -0.00946607
 -0.0076733 ]"
sad,"[ 0.00765696  0.01195498  0.01607338 ... -0.00777167 -0.00874485
 -0.00926479]"
angry,[0.00253314 0.00339526 0.0039407  ... 0.00444613 0.0044275  0.00503757]
disgust,"[ 0.02734367  0.0291677   0.03043173 ... -0.00665915 -0.00862732
 -0.01145404]"
fear,"[-0.0730176  -0.06818413 -0.07051415 ...  0.01106844  0.01013014
  0.00977242]"
happy,"[-0.04521085 -0.04403978 -0.04199772 ...  0.01888082  0.01852704
  0.01834178]"
neutral,"[ 0.03947337  0.03720424  0.02365078 ... -0.00524667 -0.00217058
  0.00121859]"
sad,"[-0.01783821 -0.01460706 -0.01069283 ...  0.03132631  0.02817081
  0.02466233]"
angry,"[-0.04404797 -0.04577018 -0.05215406 ...  0.00103197  0.00279887
  0.00376794]"
disgust,"[ 0.02075768  0.0111555  -0.00470641 ...  0.00642028  0.00565288
  0.00500456]"
fear,"[-0.00468465  0.01801949  0.06919921 ... -0.00245905 -0.00321213
 -0.00332582]"
happy,"[ 0.01941339  0.02061772  0.02308326 ... -0.05503763 -0.05644909
 -0.0586311 ]"
neutral,"[ 0.01537736  0.00549358 -0.00678502 ... -0.00255321 -0.00442027
 -0.00731645]"
sad,"[-0.00996323 -0.00978969 -0.00963453 ... -0.00744753 -0.01762862
 -0.021005  ]"
angry,"[ 3.0942971e-02  2.3671810e-02  1.3754492e-02 ...  3.4092358e-05
 -1.4132136e-02 -3.2438044e-03]"
disgust,"[-0.03003497 -0.03761065 -0.05161617 ... -0.00314022 -0.00347644
 -0.00312576]"
fear,"[ 0.01832723  0.01706616  0.01507238 ... -0.00571829 -0.00583948
 -0.00535207]"
happy,[0.00663205 0.01364798 0.01651507 ... 0.0167552  0.01157843 0.00544862]
neutral,[0.01126212 0.00921385 0.01089409 ... 0.01654768 0.01711489 0.01715535]
sad,"[ 0.00334554  0.00229393  0.00405023 ... -0.01068126 -0.00970778
 -0.0096132 ]"
angry,"[ 0.00226357  0.00990845 -0.01463544 ... -0.00387193 -0.00114891
  0.00085138]"
disgust,"[ 0.00149655  0.00126301  0.00042506 ...  0.00353098  0.00725056
 -0.00644353]"
fear,"[-0.07562775 -0.08142391 -0.0860862  ... -0.00341796 -0.00430152
 -0.00581057]"
happy,"[-0.01741091 -0.02119128 -0.02983009 ...  0.00254015  0.00244747
  0.00166681]"
neutral,[0.0059112  0.00510307 0.0048998  ... 0.00259598 0.00436708 0.005977  ]
sad,"[ 0.01127873  0.00484005 -0.00263575 ... -0.00579727 -0.00437252
 -0.00502856]"
angry,"[-0.00835135 -0.00393884 -0.00460161 ...  0.08755678  0.10393718
  0.11233795]"
disgust,"[ 0.00617463  0.0057643   0.00599388 ... -0.0092713  -0.01079947
 -0.01160367]"
fear,"[ 0.02856268  0.02530933  0.02690326 ...  0.01081247  0.00405446
 -0.0002968 ]"
happy,"[-0.11943814 -0.09372357 -0.05631486 ... -0.00387274  0.00904736
 -0.00495128]"
neutral,[0.01371752 0.01963978 0.02247004 ... 0.00140864 0.00250977 0.00457671]
sad,"[-0.00099907  0.00037287 -0.00369782 ...  0.0035371   0.00270327
  0.00276881]"
angry,"[-0.01631704 -0.01242677 -0.00718345 ... -0.20354132 -0.18347862
 -0.13119327]"
disgust,"[ 0.00694938  0.00631208  0.00648089 ... -0.01575513 -0.01610818
 -0.01709199]"
fear,"[ 0.10303482  0.10079332  0.09405765 ... -0.00162121 -0.00123309
 -0.00133323]"
happy,"[ 0.00086925  0.0010562   0.00138542 ... -0.03535765 -0.06041444
 -0.06584251]"
neutral,"[-0.04253882 -0.04325976 -0.05055498 ...  0.00837049  0.00882282
  0.00898571]"
sad,"[ 0.0003976  -0.00057747 -0.00067026 ... -0.00233704 -0.00271607
 -0.00273446]"
angry,"[-0.10885211 -0.14648446 -0.11550502 ...  0.04267149  0.08465103
  0.126115  ]"
angry,"[-0.14069113 -0.11423985 -0.07706143 ...  0.00844511  0.00727076
  0.00572324]"
angry,"[-0.00081315  0.00062433 -0.00397813 ...  0.00481359  0.00610192
  0.00646021]"
disgust,[0.00215333 0.00172055 0.00039517 ... 0.00019129 0.0002711  0.00052157]
disgust,"[-3.1826973e-03  5.7879384e-05  5.3316574e-03 ...  2.9362617e-03
 -5.2259827e-04 -1.6705762e-03]"
disgust,"[ 0.00765751  0.00672714  0.00628783 ... -0.00353673 -0.00396427
 -0.00558065]"
fear,"[-0.12526172 -0.17659427 -0.21976645 ...  0.01603849  0.01654324
  0.01545999]"
fear,"[-0.00459654 -0.00438844 -0.00346251 ...  0.02877851  0.02553792
  0.02241921]"
fear,"[ 0.00412962  0.0043396   0.00536963 ... -0.00433364 -0.01002478
 -0.01048152]"
happy,"[ 0.003542   -0.00294634 -0.01190873 ... -0.00834379 -0.00737211
 -0.00628898]"
happy,"[-0.01502413 -0.01250846 -0.00618972 ... -0.00563241 -0.0045459
 -0.00330453]"
happy,[0.04041772 0.04062545 0.04041833 ... 0.00279708 0.00231505 0.00219477]
neutral,"[-0.00809356 -0.00709503 -0.00256494 ...  0.00111902  0.00045171
 -0.00024165]"
sad,"[ 0.00767324  0.00686706  0.00659455 ... -0.0066595  -0.00521056
 -0.00354989]"
sad,"[-0.00683692 -0.00642237 -0.00477364 ... -0.00064907 -0.00166448
 -0.00178708]"
sad,"[ 0.00386016  0.00311064  0.00275247 ... -0.00354246 -0.00289068
 -0.00227369]"
angry,"[-0.45167392 -0.43169212 -0.32467926 ...  0.03539258  0.01699912
  0.00916528]"
disgust,"[-0.01035711 -0.006159   -0.00233412 ...  0.0197956   0.02073304
  0.02004683]"
fear,"[-0.00819308 -0.00780153 -0.00820761 ...  0.0400967   0.03914026
  0.03679043]"
happy,"[-0.03759503  0.00298504  0.03853763 ... -0.01248093 -0.0125382
 -0.01143472]"
neutral,"[ 0.00072692  0.00049582  0.00440115 ... -0.00231984 -0.00278432
 -0.00304421]"
sad,"[ 0.00705283  0.00471012  0.00313137 ... -0.00225712 -0.00170047
 -0.00106785]"
angry,"[ 0.06126549  0.05852585  0.04141087 ... -0.01112603 -0.01600874
 -0.01770749]"
disgust,"[-0.01771465 -0.0189522  -0.01964343 ...  0.02501804  0.02471268
  0.02349942]"
fear,"[-0.00773957 -0.00799197 -0.00787554 ...  0.01261567  0.01279382
  0.01317457]"
happy,"[-0.02405073 -0.02448359 -0.02259179 ...  0.08914944  0.07813349
  0.05752278]"
neutral,"[-0.08694732 -0.08905162 -0.08998881 ...  0.00173721 -0.0050862
 -0.0015722 ]"
sad,"[ 0.00889631  0.01107137  0.01359134 ... -0.02611921 -0.02361374
 -0.02127082]"
angry,"[ 0.05173579  0.0716178   0.07429125 ... -0.00078722  0.00110571
  0.00202832]"
disgust,"[-0.02303951 -0.01657032 -0.01061628 ...  0.00930055  0.00892014
  0.00874382]"
fear,"[-0.00174776  0.00257373  0.00770247 ...  0.00029734  0.00347754
  0.00852419]"
happy,[0.02344655 0.02354798 0.02341023 ... 0.00859684 0.01012445 0.01183775]
neutral,"[-0.09333778 -0.08846521 -0.08344097 ...  0.01280367  0.0132709
  0.01080601]"
sad,"[-0.01374985 -0.01327365  0.00232556 ...  0.00386823  0.00292731
  0.00300851]"
angry,"[ 0.02703348  0.03028298  0.03403029 ... -0.01966081 -0.02039365
 -0.02170287]"
disgust,"[ 0.0085522   0.00873402  0.00859988 ... -0.00642438 -0.00258709
  0.00141478]"
fear,[0.00564925 0.00558684 0.00550716 ... 0.01050848 0.01340687 0.0165379 ]
happy,"[ 0.01686582  0.01728143  0.01648734 ... -0.02739433 -0.00714291
  0.000303  ]"
neutral,"[-0.00136109  0.00020901  0.00091502 ...  0.00592433  0.01035228
  0.0130577 ]"
sad,"[-0.01912037 -0.02629792 -0.03429907 ...  0.00255148  0.00250565
  0.00311549]"
angry,"[ 2.8653134e-04  3.5080235e-04 -7.4462470e-05 ... -3.9792441e-02
 -4.2500127e-02 -4.2127617e-02]"
disgust,[0.00568342 0.00661261 0.0077508  ... 0.00194861 0.00141542 0.00134083]
fear,"[-0.00260347 -0.002913   -0.00290049 ... -0.01801551 -0.00997813
 -0.00392063]"
happy,"[-0.00084942  0.00238951  0.00214312 ... -0.05953493 -0.06164312
 -0.05749332]"
neutral,"[ 0.00637122  0.0081768   0.01053251 ... -0.00433    -0.00515504
 -0.00593734]"
sad,"[-0.00423465 -0.00537702 -0.00675633 ...  0.00522698  0.00377677
  0.00030155]"
angry,"[-0.08857711 -0.08065994 -0.07330053 ... -0.02486854 -0.02661134
 -0.02727129]"
disgust,"[-0.02216081 -0.02677598 -0.0311401  ... -0.0050468  -0.0055066
 -0.00578824]"
fear,"[-0.00283814  0.00210312  0.00726817 ... -0.01144967 -0.00956242
 -0.00800799]"
happy,[0.0202932  0.02907556 0.02007102 ... 0.03941327 0.03745968 0.03300363]
neutral,"[ 0.03177058  0.03072014  0.03031903 ... -0.00660827 -0.00649504
 -0.0071285 ]"
sad,"[-0.00170717  0.00952799  0.0171086  ...  0.00364329  0.00312793
  0.0040551 ]"
angry,"[-0.06901748 -0.05586342 -0.04448617 ...  0.01783958  0.02457991
  0.01156192]"
disgust,"[-0.00241402 -0.00443719 -0.00611403 ... -0.00902769 -0.00696136
 -0.00350528]"
fear,"[ 0.01522453  0.01560135  0.01570039 ... -0.02089171 -0.00719204
  0.01310453]"
happy,"[-0.00605832 -0.00137304  0.01798992 ...  0.02996698  0.04229364
  0.05522747]"
neutral,"[-0.0583809  -0.04471084 -0.01607998 ... -0.00473072 -0.0040536
 -0.00255559]"
sad,[0.00580806 0.00711651 0.00904537 ... 0.01103031 0.01164875 0.01198305]
angry,"[ 0.00428955  0.00897972 -0.00236913 ... -0.05742837 -0.06390139
 -0.05827193]"
disgust,[0.01119309 0.00824685 0.01079611 ... 0.02614004 0.02706894 0.03064893]
fear,"[-0.01005421 -0.01322354 -0.03602413 ...  0.0085108   0.00783437
  0.00653435]"
happy,"[-0.00291107 -0.01074077 -0.03260906 ...  0.0100746   0.00364511
  0.00115219]"
neutral,"[ 0.02723807  0.02254992  0.01860617 ... -0.00621959 -0.00550881
 -0.00652503]"
sad,[0.0018524  0.00550219 0.00712219 ... 0.01997521 0.02026878 0.01979628]
angry,"[-0.02138354 -0.00237744  0.01459802 ... -0.06385999 -0.05436097
 -0.03571554]"
disgust,"[ 0.00548902  0.00613219  0.00548475 ... -0.03975228 -0.03963209
 -0.03593952]"
fear,"[-0.1239965  -0.10245939 -0.07982982 ... -0.07128529 -0.06665336
 -0.0604343 ]"
happy,"[-0.0047502  -0.01779138 -0.00729568 ... -0.0601619  -0.06095852
 -0.05541567]"
neutral,"[-0.06556547 -0.05670837 -0.04831377 ... -0.00457774 -0.00433169
 -0.00252027]"
sad,"[-0.00679964  0.00113629 -0.01008564 ...  0.0023208   0.00220328
  0.00306556]"
angry,"[ 0.24820039  0.26597348  0.23421633 ... -0.12189251 -0.10495795
 -0.08896763]"
disgust,[0.03554159 0.04372438 0.04641839 ... 0.00935396 0.00790347 0.00693036]
fear,"[ 0.00707059  0.00749703  0.00726737 ... -0.01414397 -0.01367437
 -0.01277102]"
happy,"[-0.00365003 -0.01064611 -0.02013581 ... -0.01831983 -0.0192445
 -0.01668913]"
neutral,"[-0.00113093  0.00071986 -0.00427845 ...  0.00061799 -0.00028209
 -0.00087663]"
sad,"[-0.00163555 -0.00723754 -0.00557237 ... -0.01593539 -0.01572764
 -0.01465468]"
angry,[0.01977313 0.02488652 0.0324485  ... 0.0726909  0.09212875 0.04748285]
disgust,"[ 0.00743843  0.00655524  0.00446868 ... -0.00522892 -0.0068419
 -0.00933046]"
fear,"[-0.00404639 -0.00330352 -0.00363576 ...  0.00079273  0.00219888
  0.00338787]"
happy,[0.00218172 0.00292842 0.00239782 ... 0.00109682 0.00741615 0.01332068]
neutral,"[ 0.00280104  0.00254521  0.00260429 ... -0.00788744 -0.00819589
 -0.00869297]"
sad,"[-0.04884602 -0.04165715 -0.03457645 ... -0.00721632 -0.00738812
 -0.00794469]"
angry,"[-1.0535451e+00 -9.8037738e-01 -4.8531795e-01 ... -3.3082110e-03
 -8.1893115e-04  1.0203976e-03]"
angry,"[-0.00540041 -0.00525185 -0.00436527 ... -0.0148843  -0.00589132
  0.00075868]"
angry,"[-0.03155026 -0.04180222 -0.04296463 ... -0.0022235  -0.00451843
 -0.0057402 ]"
disgust,"[ 0.00212177  0.0021497   0.00149598 ... -0.27178317 -0.25958297
 -0.20003189]"
disgust,"[ 0.00056538 -0.00751373 -0.0010433  ...  0.00027194  0.00018755
  0.00066514]"
disgust,"[ 0.00625896  0.00612393  0.00625393 ... -0.01315134 -0.01731324
 -0.01994746]"
fear,[0.02501134 0.01103653 0.00389912 ... 0.02075711 0.04228237 0.05081769]
fear,"[ 0.0051693  -0.01099129 -0.01955892 ... -0.00286786 -0.00929011
 -0.01577235]"
fear,"[-0.11036145 -0.17929755 -0.25599742 ...  0.00068361  0.00048892
  0.00049005]"
happy,"[ 0.02290521  0.01637263  0.01697922 ... -0.00121622 -0.00113679
 -0.00133535]"
happy,"[-0.00414457 -0.00394545 -0.00264702 ...  0.00206882  0.00229499
  0.00289787]"
happy,"[ 0.00167347  0.00196036  0.0020506  ... -0.00242993 -0.00265999
 -0.00258677]"
neutral,[0.01302413 0.01495301 0.01545986 ... 0.00801409 0.00727463 0.00704181]
sad,[0.00077201 0.00199397 0.00276017 ... 0.00591661 0.00564035 0.00536645]
sad,"[-0.00650201 -0.00242812  0.00114432 ... -0.00234985 -0.00188969
 -0.0012057 ]"
sad,"[-0.00422847 -0.00335346 -0.00308941 ... -0.01166677 -0.01096399
 -0.01136211]"
angry,"[-0.00846251 -0.01009068 -0.01235105 ... -0.02987559 -0.05517434
 -0.08612166]"
disgust,[0.1216141  0.11638797 0.10793439 ... 0.02317954 0.02468432 0.02440737]
fear,"[-0.00597349 -0.00628883 -0.0067939  ... -0.05708894 -0.05967267
 -0.06307757]"
happy,"[ 0.07642866  0.05573324  0.03715893 ... -0.02006041 -0.0180186
 -0.01736148]"
neutral,"[-0.01653009 -0.02393191 -0.02904044 ...  0.02225187  0.02434453
  0.02568593]"
sad,[0.02723137 0.02826275 0.02940637 ... 0.00508504 0.00494222 0.00400478]
angry,"[ 0.03067292  0.03178022  0.03687859 ... -0.36292103 -0.37452748
 -0.36617756]"
disgust,"[-0.03197813 -0.01942761 -0.01397458 ... -0.00277129 -0.01542206
 -0.02314237]"
fear,"[-0.01768777 -0.02812176 -0.04363154 ...  0.01924174  0.01947018
  0.01925821]"
happy,"[-0.00824246 -0.00808176 -0.00834005 ... -0.00428411 -0.00530161
 -0.00507079]"
neutral,"[ 0.00414714  0.00509553  0.00909062 ... -0.01649344 -0.01642795
 -0.01739956]"
sad,"[ 0.01177683  0.00990856  0.00679553 ... -0.00317531 -0.0043929
 -0.00615026]"
angry,[0.02081818 0.01884765 0.015319   ... 0.00539649 0.00267853 0.00292324]
disgust,[0.00278211 0.00280011 0.00338827 ... 0.05913962 0.05479487 0.05133966]
fear,"[ 0.00197241  0.00227255  0.00226414 ... -0.00107609  0.0007029
  0.00210246]"
happy,[0.01691567 0.01150261 0.00474036 ... 0.0234264  0.02697819 0.02895225]
neutral,"[-0.00391186 -0.00409482 -0.00744773 ...  0.00107355 -0.00236263
 -0.00583313]"
sad,"[ 0.02219474  0.02289218  0.02437079 ... -0.00208614 -0.0023842
 -0.00295188]"
angry,[0.01617855 0.12330677 0.21929628 ... 0.0168133  0.0103646  0.00279197]
disgust,"[-0.05618747 -0.05940104 -0.06535004 ... -0.03706323 -0.02753507
 -0.02114361]"
fear,"[-0.0075931  -0.00684547 -0.00625268 ... -0.01900824 -0.02134429
 -0.02336203]"
happy,"[ 0.01885159 -0.00655025 -0.0339966  ... -0.02364801 -0.02234136
 -0.02223153]"
neutral,"[-0.17119911 -0.18539238 -0.19668412 ... -0.00457148 -0.00255517
 -0.00179556]"
sad,"[ 0.02519063  0.0353427   0.04491185 ...  0.00070661 -0.00163516
 -0.0052038 ]"
angry,[0.4969578  0.49320576 0.45448834 ... 0.00881422 0.02040625 0.032013  ]
disgust,"[-0.01715808 -0.01184092 -0.00759387 ... -0.00210021  0.00478503
  0.00632888]"
fear,"[ 0.00387614  0.00435819  0.00397266 ...  0.00207184 -0.00999407
 -0.01213908]"
happy,"[-0.06669776 -0.0553039  -0.04665114 ...  0.00114623  0.00417855
  0.00644116]"
neutral,"[ 0.00371093  0.00300241  0.00283345 ... -0.0373265  -0.03497832
 -0.03444512]"
sad,"[-0.00557692 -0.00707168 -0.00838805 ...  0.00323396  0.00346204
  0.00446263]"
angry,"[-0.09164535 -0.10082971 -0.12096758 ... -0.02115463 -0.04145815
 -0.04919374]"
disgust,[0.12944867 0.11077389 0.09325732 ... 0.0044014  0.00406305 0.00245395]
fear,"[-0.0039935  -0.00432398 -0.00417123 ...  0.0045597   0.0049179
  0.00577196]"
happy,"[ 0.00580161  0.00340331 -0.00493636 ... -0.00024094 -0.00068416
 -0.00330259]"
neutral,[0.03455887 0.0407966  0.03829499 ... 0.00998008 0.00792437 0.00565556]
sad,"[ 0.00039951 -0.00121812 -0.00547342 ...  0.0504171   0.05043563
  0.04910751]"
angry,"[ 0.01269855  0.00471722  0.00055921 ...  0.0342322  -0.06882048
 -0.16263236]"
disgust,[0.01651789 0.01776419 0.01891197 ... 0.00511319 0.00886362 0.00767103]
